universe,market,stock_code,corp_name,fiscal_year,eval_year,as_of_date,has_prior_rating,prior_credit_rating,prior_credit_rating_rank,prior_is_speculative,prior_rating_boundary_group,prior_rating_date,prior_rating_age_days,prior_rating_agency,prior_rating_agency_group,prior_rating_target,prior_source_eval_year,prior_source_label_set,prior_selection_scope,prior_selection_rule,prior_reference_rule
inference_2026,KOSDAQ,089980,(주)상아프론테크,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-08-30,488,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,090150,(주)아이윈,2025,2026,2025-12-31,True,B,15,1,speculative_grade_non_boundary,2024-04-22,618,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,090360,(주)로보스타,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-04-17,623,(주)나이스 디앤비,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,090410,(주)덕신이피씨,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,090470,(주)제이스텍,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,090710,휴림로봇(주),2025,2026,2025-12-31,True,B,15,1,speculative_grade_non_boundary,2025-01-23,342,이크레더블,OTHER,기업신용등급,2025,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,090850,(주)현대이지웰,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,091120,(주)이엠텍,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-04-22,618,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,091340,에스엔케이폴리텍(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,091440,(주)한울소재과학,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,091580,상신이디피(주),2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-08-30,488,이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,091590,남화토건(주),2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-04-22,618,(주)이크레더블,OTHER,경영상태평가용 기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,091700,(주)파트론,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,091970,나노캠텍(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092040,아미코젠(주),2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2019-10-31,2253,한국기업데이터,OTHER,기업신용평가등급,2019,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,092070,(주)디엔에프,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092130,(주)이크레더블,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092190,서울바이오시스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092300,현우산업(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092460,한라아이엠에스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092600,(주)앤씨앤,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,092730,(주)네오팜,2025,2026,2025-12-31,True,AA-,4,0,investment_grade_non_boundary,2024-07-26,523,한국평가데이터,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,092870,(주)엑시콘,2025,2026,2025-12-31,True,BB+,11,1,exact_bbb_minus_bb_plus_boundary,2024-08-22,496,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,093190,(주)빅솔론,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,093320,(주)케이아이엔엑스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,093520,(주)매커스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,093640,(주)케이알엠,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,093920,(주)서원인텍,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,094170,(주)동운아나텍,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,094360,(주)칩스앤미디어,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,094480,갤럭시아머니트리(주),2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2024-04-15,625,(주)이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,094820,(주)일진파워,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,094840,(주)슈프리마에이치큐,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2023-12-19,743,이크레더블,OTHER,기업신용등급,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,094850,참좋은여행(주),2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-06-10,569,나이스디앤비,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,094860,(주)네오리진,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2018-03-19,2844,나이스디앤비,OTHER,,2018,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,094940,(주)푸른기술,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,094970,제이엠티(주),2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-04-17,623,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,095190,이엠코리아(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,095270,(주)웨이브일렉트로닉스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,095340,(주)아이에스시,2025,2026,2025-12-31,True,A,6,0,investment_grade_non_boundary,2021-10-05,1548,이크레더블,OTHER,신용등급,2021,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,095500,미래나노텍(주),2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-10-14,443,이크레더블,OTHER,회사채,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,095610,(주)테스,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-04-05,635,(주)이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,095660,(주)네오위즈,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,095700,(주)제넥신,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,095910,(주)에스에너지,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2024-05-31,579,주식회사 나이스디앤비,OTHER,기업신용평가 보고서,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,096240,(주)크레버스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,096250,(주)와이즈넛,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,096350,(주)대창솔루션,2025,2026,2025-12-31,True,B+,14,1,speculative_grade_non_boundary,2024-04-18,622,한국평가데이터,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,096530,(주)씨젠,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,096610,(주)알에프세미,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,096630,(주)에스코넥,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2023-04-21,985,이크레더블(,OTHER,회사전반,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,096690,(주)에이루트,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-04-09,631,(주)이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,096870,(주)엘디티,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,097780,에코볼트(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,097800,(주)윈팩,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,098070,(주)한텍,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,098120,(주)마이크로컨텍솔루션,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,098460,(주)고영테크놀러지,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,098660,(주)에스티오,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099190,(주)아이센스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099220,에스디엔(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099320,(주)쎄트렉아이,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-05-31,579,한국평가데이터(주),OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,099390,브레인즈컴퍼니(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099410,(주)동방선기,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099430,바이오플러스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099440,(주)스맥,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,099520,(주)디지아이티엑스,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-04-08,632,한국평가데이터,OTHER,회사전반,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,100030,(주)인지소프트,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-04-04,636,한국평가데이터,OTHER,기업신용평가(민간),2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,100120,(주)뷰웍스,2025,2026,2025-12-31,True,A,6,0,investment_grade_non_boundary,2024-08-29,489,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,100130,(주)동국에스엔씨,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,100590,(주)머큐리,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2024-04-04,636,이크레더블,OTHER,기업신용등급평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,100660,서암기계공업(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,100700,(주)세운메디칼,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101000,(주)케이에스인더스트리,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101160,(주)월덱스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101170,우림피티에스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101240,씨큐브(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101330,(주)모베이스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101360,(주)에코앤드림,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101390,(주)아이엠,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101400,엔시트론(주),2025,2026,2025-12-31,True,B+,14,1,speculative_grade_non_boundary,2023-05-25,951,나이스디앤비,OTHER,기업신용등급,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,101490,(주)에스앤에스텍,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-03-28,643,이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,101670,(주)하이드로리튬,2025,2026,2025-12-31,True,B-,16,1,speculative_grade_non_boundary,2024-04-09,631,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,101680,한국정밀기계(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101730,(주)위메이드맥스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101930,인화정공(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,101970,우양에이치씨(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,102120,어보브반도체(주),2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2019-12-31,2192,기타평가사,OTHER,회사채,2019,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,102370,(주)케이옥션,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,102710,(주)이엔에프테크놀로지,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-04-26,614,이크레더블,OTHER,회사전체,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,102940,코오롱생명과학(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,103230,(주)에스앤더블류,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,103840,(주)우양,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,104040,(주)대성파인텍,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2019-04-18,2449,(주)나이스디앤비,OTHER,신용등급,2019,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,104200,(주)엔에이치엔벅스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,104460,디와이피엔에프(주),2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2019-10-01,2283,이크레더블,OTHER,신용평가,2019,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,104480,(주)티케이케미칼,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,104540,(주)코렌텍,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-08-19,499,SCI평가정보(주),OTHER,기업신용인증,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,104620,(주)노랑풍선,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2024-04-30,610,나이스디앤비,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,104830,(주)원익머트리얼즈,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-04-08,632,이크레더블,OTHER,기업평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,105330,(주)케이엔더블유,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,105550,엣지파운드리(주),2025,2026,2025-12-31,True,B,15,1,speculative_grade_non_boundary,2018-04-23,2809,NICE평가정보(주),OTHER,,2018,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,105740,디케이락(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,105760,(주)포스뱅크,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,106080,케이이엠텍(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,106190,(주)하이텍팜,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,106240,(주)파인테크닉스,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2020-04-21,2080,한국기업데이터,OTHER,기업신용인증,2020,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,106520,(주)노블엠앤비,2025,2026,2025-12-31,True,B-,16,1,speculative_grade_non_boundary,2022-09-30,1188,(주)NICE디앤비,OTHER,기업신용평가,2022,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,107600,(주)새빗켐,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,107640,(주)한중엔시에스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,108230,(주)톱텍,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2025-07-28,156,NICE신용평가,BIG3,기업신용평가,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,108380,대양전기공업(주),2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-04-26,614,한국기업데이터,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,108490,(주)로보티즈,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,108860,(주)셀바스에이아이,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,109080,옵티시스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,109610,에스와이(주),2025,2026,2025-12-31,True,BB+,11,1,exact_bbb_minus_bb_plus_boundary,2018-06-28,2743,한국기업데이터,OTHER,기업신용평가,2018,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
